Odd_H_Bin,Odd_A_Bin,Mean_Goals_H,Mean_Goals_A,Mean_Goals_H_S,Mean_Goals_A_S
"(18.9, 19.0]","(1.1, 1.2]",0.0,2.823529411764706,1.0,0.4117647058823529
"(2.4, 2.5]","(2.5, 2.6]",1.2980295566502462,1.3552123552123552,1.229064039408867,1.22007722007722
"(1.6, 1.7]","(7.4, 7.5]",1.717153284671533,0.6551724137931034,0.8923357664233577,2.0344827586206895
"(3.5, 3.6]","(1.8, 1.9]",1.0642201834862386,1.7796610169491525,1.5596330275229358,0.96045197740113
"(1.3, 1.4]","(10.9, 11.0]",2.2891156462585034,0.660377358490566,0.7482993197278912,2.150943396226415
"(3.1, 3.2]","(2.5, 2.6]",1.1452991452991452,1.3552123552123552,1.4871794871794872,1.22007722007722
"(2.9, 3.0]","(2.0, 2.1]",1.180952380952381,1.5810810810810811,1.3238095238095238,1.1936936936936937
"(10.9, 11.0]","(1.1, 1.2]",1.0,2.823529411764706,2.7777777777777777,0.4117647058823529
"(1.8, 1.9]","(3.4, 3.5]",1.6560509554140128,1.0408921933085502,1.048832271762208,1.446096654275093
"(2.0, 2.1]","(2.9, 3.0]",1.4924812030075187,1.1254125412541254,1.0601503759398496,1.2112211221122111
"(1.8, 1.9]","(4.5, 4.6]",1.6560509554140128,0.75,1.048832271762208,2.25
"(1.3, 1.4]","(5.9, 6.0]",2.2891156462585034,0.765625,0.7482993197278912,1.796875
"(2.7, 2.8]","(2.2, 2.3]",1.244514106583072,1.5309446254071661,1.335423197492163,1.0846905537459284
"(2.1, 2.2]","(3.6, 3.7]",1.4109848484848484,1.8571428571428572,1.0681818181818181,1.1428571428571428
"(3.3, 3.4]","(1.9, 2.0]",1.1735537190082646,1.4931506849315068,1.6611570247933884,1.0776255707762556
"(2.8, 2.9]","(2.8, 2.9]",1.1245551601423487,1.2161383285302594,1.209964412811388,1.2968299711815563
"(4.5, 4.6]","(1.7, 1.8]",1.0,1.6666666666666667,1.0,1.0864197530864197
"(1.9, 2.0]","(4.7, 4.8]",1.4210526315789473,0.9681274900398407,0.9774436090225563,1.7131474103585658
"(2.0, 2.1]","(2.8, 2.9]",1.4924812030075187,1.2161383285302594,1.0601503759398496,1.2968299711815563
"(1.4, 1.5]","(5.4, 5.5]",2.1237458193979935,0.927536231884058,0.7625418060200669,1.821256038647343
"(2.4, 2.5]","(2.4, 2.5]",1.2980295566502462,1.2596491228070175,1.229064039408867,1.287719298245614
"(2.0, 2.1]","(3.0, 3.1]",1.4924812030075187,1.0706713780918728,1.0601503759398496,1.2968197879858658
"(3.7, 3.8]","(1.7, 1.8]",1.047337278106509,1.6666666666666667,1.3609467455621302,1.0864197530864197
"(9.9, 10.0]","(1.3, 1.4]",0.8461538461538461,2.041095890410959,1.5384615384615385,0.7945205479452054
"(3.4, 3.5]","(1.8, 1.9]",1.0,1.7796610169491525,1.485981308411215,0.96045197740113
"(2.9, 3.0]","(2.7, 2.8]",1.180952380952381,1.3106508875739644,1.3238095238095238,1.3136094674556213
"(3.2, 3.3]","(2.4, 2.5]",1.1693121693121693,1.2596491228070175,1.5555555555555556,1.287719298245614
"(2.7, 2.8]","(2.8, 2.9]",1.244514106583072,1.2161383285302594,1.335423197492163,1.2968299711815563
"(1.8, 1.9]","(5.2, 5.3]",1.6560509554140128,0.9020618556701031,1.048832271762208,1.7525773195876289
"(1.8, 1.9]","(4.0, 4.1]",1.6560509554140128,0.5,1.048832271762208,1.5
"(3.8, 3.9]","(1.7, 1.8]",0.7777777777777778,1.6666666666666667,2.7777777777777777,1.0864197530864197
"(1.4, 1.5]","(6.2, 6.3]",2.1237458193979935,0.5714285714285714,0.7625418060200669,2.5714285714285716
"(5.7, 5.8]","(1.6, 1.7]",1.32,1.7333333333333334,2.04,0.9666666666666667
"(2.6, 2.7]","(2.9, 3.0]",1.2974504249291785,1.1254125412541254,1.3257790368271956,1.2112211221122111
"(2.2, 2.3]","(2.7, 2.8]",1.4346289752650176,1.3106508875739644,1.1925795053003534,1.3136094674556213
"(3.6, 3.7]","(2.1, 2.2]",1.75,1.5267175572519085,1.0,1.0954198473282444
"(1.2, 1.3]","(8.4, 8.5]",2.3625730994152048,0.8115942028985508,0.7719298245614035,2.1739130434782608
"(1.7, 1.8]","(4.5, 4.6]",1.7216117216117217,0.75,0.9120879120879121,2.25
"(2.8, 2.9]","(2.1, 2.2]",1.1245551601423487,1.5267175572519085,1.209964412811388,1.0954198473282444
"(6.9, 7.0]","(1.3, 1.4]",0.7878787878787878,2.041095890410959,2.272727272727273,0.7945205479452054
"(8.4, 8.5]","(1.2, 1.3]",0.7058823529411765,2.5319148936170213,2.8823529411764706,0.7659574468085106
"(2.3, 2.4]","(2.6, 2.7]",1.2321428571428572,1.107033639143731,1.0688775510204083,1.2477064220183487
"(1.9, 2.0]","(3.0, 3.1]",1.4210526315789473,1.0706713780918728,0.9774436090225563,1.2968197879858658
"(2.1, 2.2]","(2.8, 2.9]",1.4109848484848484,1.2161383285302594,1.0681818181818181,1.2968299711815563
"(1.4, 1.5]","(5.2, 5.3]",2.1237458193979935,0.9020618556701031,0.7625418060200669,1.7525773195876289
"(1.9, 2.0]","(3.1, 3.2]",1.4210526315789473,1.200836820083682,0.9774436090225563,1.393305439330544
"(1.7, 1.8]","(3.7, 3.8]",1.7216117216117217,1.0519187358916477,0.9120879120879121,1.437923250564334
"(3.2, 3.3]","(1.9, 2.0]",1.1693121693121693,1.4931506849315068,1.5555555555555556,1.0776255707762556
"(1.1, 1.2]","(9.9, 10.0]",2.8869565217391306,0.7959183673469388,0.6869565217391305,2.5306122448979593
"(3.0, 3.1]","(2.6, 2.7]",1.131979695431472,1.107033639143731,1.5076142131979695,1.2477064220183487
"(3.1, 3.2]","(1.9, 2.0]",1.1452991452991452,1.4931506849315068,1.4871794871794872,1.0776255707762556
"(4.9, 5.0]","(1.8, 1.9]",0.971830985915493,1.7796610169491525,1.5774647887323943,0.96045197740113
"(2.6, 2.7]","(2.2, 2.3]",1.2974504249291785,1.5309446254071661,1.3257790368271956,1.0846905537459284
"(1.5, 1.6]","(6.2, 6.3]",1.9425587467362924,0.5714285714285714,0.8746736292428199,2.5714285714285716
"(12.9, 13.0]","(1.2, 1.3]",0.2857142857142857,2.5319148936170213,3.5714285714285716,0.7659574468085106
"(9.4, 9.5]","(1.3, 1.4]",0.45454545454545453,2.041095890410959,3.272727272727273,0.7945205479452054
"(1.9, 2.0]","(3.6, 3.7]",1.4210526315789473,1.8571428571428572,0.9774436090225563,1.1428571428571428
"(6.9, 7.0]","(1.5, 1.6]",0.7878787878787878,1.7395833333333333,2.272727272727273,0.9791666666666666
"(1.7, 1.8]","(4.0, 4.1]",1.7216117216117217,0.5,0.9120879120879121,1.5
"(2.3, 2.4]","(3.4, 3.5]",1.2321428571428572,1.0408921933085502,1.0688775510204083,1.446096654275093
"(2.1, 2.2]","(4.1, 4.2]",1.4109848484848484,0.9828326180257511,1.0681818181818181,1.5407725321888412
"(2.7, 2.8]","(3.0, 3.1]",1.244514106583072,1.0706713780918728,1.335423197492163,1.2968197879858658
"(2.6, 2.7]","(3.1, 3.2]",1.2974504249291785,1.200836820083682,1.3257790368271956,1.393305439330544
"(4.3, 4.4]","(1.9, 2.0]",0.8648648648648649,1.4931506849315068,1.6081081081081081,1.0776255707762556
"(2.7, 2.8]","(2.9, 3.0]",1.244514106583072,1.1254125412541254,1.335423197492163,1.2112211221122111
"(1.4, 1.5]","(8.9, 9.0]",2.1237458193979935,0.59375,0.7625418060200669,2.09375
"(2.3, 2.4]","(3.5, 3.6]",1.2321428571428572,1.114814814814815,1.0688775510204083,1.3592592592592592
"(1.2, 1.3]","(7.9, 8.0]",2.3625730994152048,0.8860759493670886,0.7719298245614035,2.2911392405063293
"(3.1, 3.2]","(2.6, 2.7]",1.1452991452991452,1.107033639143731,1.4871794871794872,1.2477064220183487
"(2.5, 2.6]","(3.1, 3.2]",1.2472727272727273,1.200836820083682,1.1054545454545455,1.393305439330544
"(3.0, 3.1]","(4.3, 4.4]",1.131979695431472,1.0232558139534884,1.5076142131979695,1.6604651162790698
"(4.1, 4.2]","(2.0, 2.1]",0.8536585365853658,1.5810810810810811,1.6829268292682926,1.1936936936936937
"(4.4, 4.5]","(1.4, 1.5]",1.0757575757575757,2.3684210526315788,1.5757575757575757,0.8421052631578947
"(1.6, 1.7]","(4.5, 4.6]",1.717153284671533,0.75,0.8923357664233577,2.25
"(1.9, 2.0]","(5.2, 5.3]",1.4210526315789473,0.9020618556701031,0.9774436090225563,1.7525773195876289
"(3.6, 3.7]","(1.9, 2.0]",1.75,1.4931506849315068,1.0,1.0776255707762556
"(1.7, 1.8]","(6.4, 6.5]",1.7216117216117217,0.7627118644067796,0.9120879120879121,1.7966101694915255
"(2.9, 3.0]","(2.9, 3.0]",1.180952380952381,1.1254125412541254,1.3238095238095238,1.2112211221122111
"(1.9, 2.0]","(4.0, 4.1]",1.4210526315789473,0.5,0.9774436090225563,1.5
"(3.4, 3.5]","(2.3, 2.4]",1.0,1.4149659863945578,1.485981308411215,1.2108843537414966
"(1.5, 1.6]","(7.9, 8.0]",1.9425587467362924,0.8860759493670886,0.8746736292428199,2.2911392405063293
"(1.2, 1.3]","(14.9, 15.0]",2.3625730994152048,0.7058823529411765,0.7719298245614035,3.176470588235294
"(2.1, 2.2]","(3.8, 3.9]",1.4109848484848484,0.9,1.0681818181818181,1.55
"(3.2, 3.3]","(2.6, 2.7]",1.1693121693121693,1.107033639143731,1.5555555555555556,1.2477064220183487
"(2.4, 2.5]","(3.4, 3.5]",1.2980295566502462,1.0408921933085502,1.229064039408867,1.446096654275093
"(3.6, 3.7]","(2.0, 2.1]",1.75,1.5810810810810811,1.0,1.1936936936936937
"(2.0, 2.1]","(4.4, 4.5]",1.4924812030075187,0.8333333333333334,1.0601503759398496,1.6936936936936937
"(11.9, 12.0]","(1.2, 1.3]",1.0,2.5319148936170213,1.75,0.7659574468085106
"(1.0, 1.1]","(18.9, 19.0]",4.181818181818182,0.55,0.5909090909090909,3.0
"(1.1, 1.2]","(13.9, 14.0]",2.8869565217391306,1.0,0.6869565217391305,3.0
"(2.3, 2.4]","(2.5, 2.6]",1.2321428571428572,1.3552123552123552,1.0688775510204083,1.22007722007722
"(2.2, 2.3]","(2.6, 2.7]",1.4346289752650176,1.107033639143731,1.1925795053003534,1.2477064220183487
"(1.5, 1.6]","(4.7, 4.8]",1.9425587467362924,0.9681274900398407,0.8746736292428199,1.7131474103585658
"(7.4, 7.5]","(1.2, 1.3]",0.9130434782608695,2.5319148936170213,1.8695652173913044,0.7659574468085106
"(2.7, 2.8]","(2.1, 2.2]",1.244514106583072,1.5267175572519085,1.335423197492163,1.0954198473282444
"(6.4, 6.5]","(1.3, 1.4]",0.9354838709677419,2.041095890410959,2.064516129032258,0.7945205479452054
"(2.2, 2.3]","(3.9, 4.0]",1.4346289752650176,1.0030487804878048,1.1925795053003534,1.625
